code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_score,total_clicks,date_registration,date_unregistration,Normalised_score,Engagement_score,Score_category
GGG,2014B,38187,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,0,0,-46,26,0,0,Zero
GGG,2014B,41414,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Pass,7.87548E+21,965,-12,?,8.11991E-11,7.87548E+21,High
GGG,2014B,49123,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,6.9778E+20,1362,-74,?,7.19437E-12,6.9778E+20,High
GGG,2014B,64901,M,London Region,Lower Than A Level,Oct-20,35-55,0,30,N,Pass,4.45871E+20,827,-45,?,4.59709E-12,4.45871E+20,High
GGG,2014B,81754,F,North Western Region,A Level or Equivalent,Oct-20,0-35,1,60,N,Withdrawn,68100,310,-60,118,7.02136E-28,68410,High
GGG,2014B,96423,F,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,7.56466E+21,589,-60,?,7.79945E-11,7.56466E+21,High
GGG,2014B,109772,F,South Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,7.07581E+19,199,-25,?,7.29542E-13,7.07581E+19,High
GGG,2014B,112441,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,7.3545E+23,969,-17,?,7.58277E-09,7.3545E+23,High
GGG,2014B,116319,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,6.06045E+22,276,-8,?,6.24855E-10,6.06045E+22,High
GGG,2014B,117969,F,Yorkshire Region,Lower Than A Level,Oct-20,0-35,0,30,N,Withdrawn,0,0,-51,28,0,0,Zero
GGG,2014B,118474,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Distinction,8.07576E+19,474,-10,?,8.32641E-13,8.07576E+19,High
GGG,2014B,119444,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,7.0771E+14,531,-65,?,7.29676E-18,7.0771E+14,High
GGG,2014B,120611,M,South Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail,546064,125,-129,?,5.63012E-27,546189,High
GGG,2014B,122337,F,London Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail,67464180,634,-43,?,6.95581E-25,67464814,High
GGG,2014B,124944,M,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Pass,8.5859E+21,928,-24,?,8.85238E-11,8.5859E+21,High
GGG,2014B,131820,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,7570100,168,-11,?,7.80506E-26,7570268,High
GGG,2014B,133068,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,8.67071E+23,1235,-106,?,8.93983E-09,8.67071E+23,High
GGG,2014B,134123,F,West Midlands Region,Lower Than A Level,Oct-20,35-55,0,30,N,Pass,6.59074E+23,762,-10,?,6.7953E-09,6.59074E+23,High
GGG,2014B,139329,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,Y,Pass,6.56666E+21,1131,-95,?,6.77047E-11,6.56666E+21,High
GGG,2014B,145388,F,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,7065,259,-5,?,7.28428E-29,7324,High
GGG,2014B,146192,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,0,5,-37,?,0,5,Zero
GGG,2014B,152671,F,North Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,7.57878E+20,381,-22,?,7.81401E-12,7.57878E+20,High
GGG,2014B,159571,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,8050100,444,-11,?,8.29995E-26,8050544,High
GGG,2014B,160479,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,6.66769E+20,429,-46,?,6.87463E-12,6.66769E+20,High
GGG,2014B,160945,F,East Anglian Region,HE Qualification,30-40%,0-35,0,30,N,Pass,8.99075E+21,572,-8,?,9.2698E-11,8.99075E+21,High
GGG,2014B,164211,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,6.0708E+22,481,-24,?,6.25922E-10,6.0708E+22,High
GGG,2014B,164451,F,North Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,0,0,-10,100,0,0,Zero
GGG,2014B,165898,F,South West Region,Lower Than A Level,20-30%,0-35,0,30,Y,Fail,0,56,-17,?,0,56,Zero
GGG,2014B,168845,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,0,0,-110,-84,0,0,Zero
GGG,2014B,178935,F,London Region,Lower Than A Level,60-70%,35-55,0,30,N,Withdrawn,0,12,-68,9,0,12,Zero
GGG,2014B,184137,F,South Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,7.27168E+18,238,-73,?,7.49737E-14,7.27168E+18,High
GGG,2014B,191235,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Withdrawn,0,0,-157,-95,0,0,Zero
GGG,2014B,198315,F,South Region,A Level or Equivalent,90-100%,35-55,1,60,Y,Fail,0,5,-29,?,0,5,Zero
GGG,2014B,203963,F,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,5.97075E+21,515,-26,?,6.15607E-11,5.97075E+21,High
GGG,2014B,204550,F,South Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,0,0,-47,?,0,0,Zero
GGG,2014B,204738,M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,Distinction,8.58775E+22,2105,-10,?,8.85429E-10,8.58775E+22,High
GGG,2014B,233461,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,0,0,-52,?,0,0,Zero
GGG,2014B,245802,F,South East Region,A Level or Equivalent,Oct-20,35-55,0,30,Y,Pass,6.5507E+22,859,-54,?,6.75402E-10,6.5507E+22,High
GGG,2014B,254417,M,London Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,6570,235,-25,?,6.77392E-29,6805,High
GGG,2014B,261342,M,North Western Region,Lower Than A Level,Oct-20,0-35,0,30,N,Pass,6.95468E+20,241,-22,?,7.17054E-12,6.95468E+20,High
GGG,2014B,278962,F,London Region,Lower Than A Level,Oct-20,0-35,0,30,N,Distinction,7.88082E+21,647,-16,?,8.12542E-11,7.88082E+21,High
GGG,2014B,279839,F,East Midlands Region,Lower Than A Level,Oct-20,0-35,0,30,N,Withdrawn,50,295,-54,138,5.15519E-31,345,Medium
GGG,2014B,282388,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,5.85353E+18,623,-67,?,6.03521E-14,5.85353E+18,High
GGG,2014B,282962,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,Y,Fail,70,3,-10,?,7.21726E-31,73,High
GGG,2014B,283035,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail,50100,189,-17,?,5.1655E-28,50289,High
GGG,2014B,285193,F,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,30,Y,Distinction,6.87888E+16,658,-4,?,7.09238E-16,6.87888E+16,High
GGG,2014B,285223,F,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail,0,131,-12,?,0,131,Zero
GGG,2014B,285861,F,North Western Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,0,13,-12,?,0,13,Zero
GGG,2014B,299536,F,South West Region,Lower Than A Level,50-60%,0-35,0,30,Y,Fail,80100,304,-57,?,8.25861E-28,80404,High
GGG,2014B,301498,F,Yorkshire Region,Lower Than A Level,Oct-20,0-35,0,30,N,Pass,7.56571E+16,495,-71,?,7.80053E-16,7.56571E+16,High
GGG,2014B,304106,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Fail,0,28,-17,?,0,28,Zero
GGG,2014B,305792,F,South Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,8.00901E+21,1486,-40,?,8.25759E-11,8.00901E+21,High
GGG,2014B,324773,F,South East Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,6.6737E+17,271,-46,?,6.88083E-15,6.6737E+17,High
GGG,2014B,344098,F,South West Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,8.02078E+16,753,-17,?,8.26972E-16,8.02078E+16,High
GGG,2014B,345737,F,London Region,A Level or Equivalent,Oct-20,35-55,1,60,Y,Withdrawn,0,0,-92,207,0,0,Zero
GGG,2014B,345881,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,5.26651E+19,456,-34,?,5.42997E-13,5.26651E+19,High
GGG,2014B,350473,F,West Midlands Region,A Level or Equivalent,Oct-20,0-35,0,30,Y,Fail,0,0,-8,?,0,0,Zero
GGG,2014B,359645,F,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn,74100,223,-115,137,7.63999E-28,74323,High
GGG,2014B,365084,F,South Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,7.87579E+23,887,-8,?,8.12023E-09,7.87579E+23,High
GGG,2014B,366371,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,30,N,Fail,4.55336E+17,275,-10,?,4.69468E-15,4.55336E+17,High
GGG,2014B,366771,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,5.07081E+17,164,-54,?,5.22819E-15,5.07081E+17,High
GGG,2014B,372837,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,6.0525E+14,194,-17,?,6.24035E-18,6.0525E+14,High
GGG,2014B,374266,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,7.97987E+23,1500,-67,?,8.22755E-09,7.97987E+23,High
GGG,2014B,380238,F,South Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,6.07248E+13,185,-10,?,6.26095E-19,6.07248E+13,High
GGG,2014B,380894,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,5.05551E+18,2062,-54,?,5.21242E-14,5.05551E+18,High
GGG,2014B,383420,M,North Region,A Level or Equivalent,0-10%,0-35,1,60,Y,Pass,6.06364E+18,550,-135,?,6.25184E-14,6.06364E+18,High
GGG,2014B,384035,F,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,7.38173E+22,844,-71,?,7.61084E-10,7.38173E+22,High
GGG,2014B,385228,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,6.05438E+19,404,-10,?,6.24229E-13,6.05438E+19,High
GGG,2014B,387294,F,North Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,7.0708E+14,2083,-25,?,7.29026E-18,7.0708E+14,High
GGG,2014B,391937,F,South West Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,7.56465E+22,1159,-65,?,7.79944E-10,7.56465E+22,High
GGG,2014B,393682,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,6.26269E+15,171,-22,?,6.45707E-17,6.26269E+15,High
GGG,2014B,394024,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,7.57075E+19,1371,-15,?,7.80573E-13,7.57075E+19,High
GGG,2014B,398029,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,0,1,-50,?,0,1,Zero
GGG,2014B,399120,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,0,0,-110,-3,0,0,Zero
GGG,2014B,401909,F,London Region,Lower Than A Level,Oct-20,35-55,0,30,Y,Withdrawn,0,0,-67,-22,0,0,Zero
GGG,2014B,406751,F,South Region,Lower Than A Level,30-40%,35-55,0,30,Y,Pass,7.76678E+22,770,-89,?,8.00784E-10,7.76678E+22,High
GGG,2014B,411546,F,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail,0,0,-85,?,0,0,Zero
GGG,2014B,414668,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,8.08286E+21,944,-60,?,8.33373E-11,8.08286E+21,High
GGG,2014B,414696,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,7.46742E+23,867,-12,?,7.69919E-09,7.46742E+23,High
GGG,2014B,415399,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,0,157,-29,?,0,157,Zero
GGG,2014B,415818,F,West Midlands Region,Lower Than A Level,Oct-20,35-55,0,30,N,Pass,6.57471E+15,252,-102,?,6.77877E-17,6.57471E+15,High
GGG,2014B,417096,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,6.8597E+20,1462,-81,?,7.07261E-12,6.8597E+20,High
GGG,2014B,425257,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,7.68567E+18,564,-113,?,7.92421E-14,7.68567E+18,High
GGG,2014B,426547,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Pass,6.08095E+21,758,-8,?,6.26969E-11,6.08095E+21,High
GGG,2014B,441791,M,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,8.09085E+22,659,-25,?,8.34197E-10,8.09085E+22,High
GGG,2014B,442561,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,6.54554E+20,725,-5,?,6.7487E-12,6.54554E+20,High
GGG,2014B,442618,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,0,24,-20,0,0,24,Zero
GGG,2014B,442877,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,7.55175E+21,1697,-17,?,7.78614E-11,7.55175E+21,High
GGG,2014B,442949,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,7.27668E+12,401,-16,?,7.50253E-20,7.27668E+12,High
GGG,2014B,443387,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,5.05552E+20,824,-52,?,5.21243E-12,5.05552E+20,High
GGG,2014B,447475,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,6.36777E+20,4040,-47,?,6.56541E-12,6.36777E+20,High
GGG,2014B,469284,M,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,0,2,-17,?,0,2,Zero
GGG,2014B,472511,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,8.0907E+21,731,-24,?,8.34181E-11,8.0907E+21,High
GGG,2014B,480086,F,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,8.29595E+17,341,-8,?,8.55344E-15,8.29595E+17,High
GGG,2014B,480590,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,5.05555E+19,843,-85,?,5.21246E-13,5.05555E+19,High
GGG,2014B,481762,F,East Midlands Region,A Level or Equivalent,Oct-20,0-35,1,60,N,Pass,6.27864E+19,453,-29,?,6.47351E-13,6.27864E+19,High
GGG,2014B,482677,F,South East Region,Lower Than A Level,70-80%,0-35,1,60,N,Pass,9.0759E+16,583,-29,?,9.35759E-16,9.0759E+16,High
GGG,2014B,483582,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,64,142,-12,?,6.59864E-31,206,Medium
GGG,2014B,485448,F,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,6.57575E+17,180,-25,?,6.77984E-15,6.57575E+17,High
GGG,2014B,486279,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,7.58595E+20,308,-46,?,7.8214E-12,7.58595E+20,High
GGG,2014B,487278,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,7.57881E+19,353,-59,?,7.81403E-13,7.57881E+19,High
GGG,2014B,488445,F,South East Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,6.76777E+16,357,-29,?,6.97782E-16,6.76777E+16,High
GGG,2014B,491474,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,6957100,257,-117,?,7.17303E-26,6957357,High
GGG,2014B,491607,F,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,0,0,-24,-16,0,0,Zero
GGG,2014B,492909,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction,8.08164E+17,519,-71,?,8.33247E-15,8.08164E+17,High
GGG,2014B,495976,F,South East Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,7.5858E+23,851,-15,?,7.82124E-09,7.5858E+23,High
GGG,2014B,496978,F,North Western Region,Lower Than A Level,50-60%,0-35,0,90,N,Distinction,8.08075E+20,845,-58,?,8.33156E-12,8.08075E+20,High
GGG,2014B,497619,F,London Region,Lower Than A Level,Oct-20,0-35,1,60,N,Fail,7290100,262,-120,?,7.51637E-26,7290362,High
GGG,2014B,501755,M,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,4.65568E+19,200,-60,?,4.80018E-13,4.65568E+19,High
GGG,2014B,502182,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,7.0908E+21,349,-8,?,7.31088E-11,7.0908E+21,High
GGG,2014B,502709,M,East Anglian Region,HE Qualification,30-40%,35-55,0,30,N,Distinction,9.09392E+21,289,-40,?,9.37617E-11,9.09392E+21,High
GGG,2014B,502763,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,4.52739E+13,388,-95,?,4.66791E-19,4.52739E+13,High
GGG,2014B,503201,M,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,0,108,-10,?,0,108,Zero
GGG,2014B,506533,F,North Western Region,Lower Than A Level,0-10%,35-55,1,60,Y,Pass,7.26578E+19,514,-10,?,7.49129E-13,7.26578E+19,High
GGG,2014B,507334,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,9.0677E+16,996,-8,?,9.34914E-16,9.0677E+16,High
GGG,2014B,508573,F,South West Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass,5.56065E+20,1175,-51,?,5.73324E-12,5.56065E+20,High
GGG,2014B,508924,F,East Anglian Region,HE Qualification,80-90%,35-55,0,30,N,Pass,6.56568E+22,507,-40,?,6.76946E-10,6.56568E+22,High
GGG,2014B,510874,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,4.86969E+15,685,-73,?,5.02083E-17,4.86969E+15,High
GGG,2014B,511228,F,South East Region,Lower Than A Level,90-100%,35-55,0,30,Y,Pass,7.58075E+22,942,-54,?,7.81604E-10,7.58075E+22,High
GGG,2014B,511492,F,South East Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,4565,60,-8,?,4.70669E-29,4625,High
GGG,2014B,515051,F,London Region,Lower Than A Level,Oct-20,0-35,0,30,N,Fail,6.0701E+13,407,-93,?,6.2585E-19,6.0701E+13,High
GGG,2014B,518145,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,6.94467E+16,598,-78,?,7.16021E-16,6.94467E+16,High
GGG,2014B,518661,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,6.06273E+13,103,-123,?,6.2509E-19,6.06273E+13,High
GGG,2014B,519910,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,74638080,346,-16,?,7.69546E-25,74638426,High
GGG,2014B,521644,F,London Region,HE Qualification,20-30%,35-55,0,30,N,Distinction,8.00558E+16,618,-78,?,8.25405E-16,8.00558E+16,High
GGG,2014B,523427,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn,60,56,-51,128,6.18622E-31,116,Medium
GGG,2014B,532441,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn,6463,206,-29,174,6.66359E-29,6669,High
GGG,2014B,532473,F,London Region,Lower Than A Level,Oct-20,0-35,0,30,Y,Withdrawn,0,100,-1,142,0,100,Zero
GGG,2014B,533054,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,8.78422E+16,266,-17,?,9.05686E-16,8.78422E+16,High
GGG,2014B,538918,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,7575,273,-53,?,7.81011E-29,7848,High
GGG,2014B,541044,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn,75100,82,-58,136,7.74309E-28,75182,High
GGG,2014B,541890,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,5.37362E+18,343,-28,?,5.5404E-14,5.37362E+18,High
GGG,2014B,542562,F,South East Region,A Level or Equivalent,60-70%,0-35,0,240,Y,Pass,7.24859E+18,1296,-68,?,7.47357E-14,7.24859E+18,High
GGG,2014B,543910,F,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,8.87375E+21,572,-10,?,9.14917E-11,8.87375E+21,High
GGG,2014B,545665,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Distinction,7.57767E+19,1551,-5,?,7.81286E-13,7.57767E+19,High
GGG,2014B,547155,F,East Anglian Region,No Formal quals,60-70%,0-35,1,60,N,Pass,6.9757E+16,223,-129,?,7.19221E-16,6.9757E+16,High
GGG,2014B,548578,F,South West Region,No Formal quals,30-40%,0-35,0,90,N,Fail,80,667,-81,?,8.2483E-31,747,High
GGG,2014B,549603,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,0,20,-24,?,0,20,Zero
GGG,2014B,550515,F,East Midlands Region,Lower Than A Level,Oct-20,0-35,0,30,N,Pass,6.26354E+18,809,-115,?,6.45794E-14,6.26354E+18,High
GGG,2014B,550662,F,North Western Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail,7575100,157,-15,?,7.81021E-26,7575257,High
GGG,2014B,550758,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,Distinction,4.9505E+21,543,-72,?,5.10415E-11,4.9505E+21,High
GGG,2014B,551562,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,6.57081E+14,165,-24,?,6.77475E-18,6.57081E+14,High
GGG,2014B,552486,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction,5.46973E+22,608,-47,?,5.6395E-10,5.46973E+22,High
GGG,2014B,552509,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,596310080,262,-41,?,6.14818E-24,596310342,High
GGG,2014B,553640,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn,0,0,-78,-11,0,0,Zero
GGG,2014B,556406,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,7.98377E+19,741,-29,?,8.23157E-13,7.98377E+19,High
GGG,2014B,556463,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,30,N,Fail,7044100,85,-17,?,7.26273E-26,7044185,High
GGG,2014B,561441,F,South Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn,74,171,-28,152,7.62968E-31,245,High
GGG,2014B,562628,F,South Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,5.56056E+13,405,-102,?,5.73314E-19,5.56056E+13,High
GGG,2014B,563301,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,8264,104,-75,?,8.52049E-29,8368,High
GGG,2014B,566818,F,London Region,Lower Than A Level,30-40%,0-35,0,30,Y,Fail,60,97,-10,?,6.18622E-31,157,Medium
GGG,2014B,568572,M,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn,0,0,-85,-67,0,0,Zero
GGG,2014B,568863,M,South West Region,A Level or Equivalent,60-70%,35-55,0,30,N,Fail,0,0,-29,?,0,0,Zero
GGG,2014B,569093,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,5.05561E+17,373,-17,?,5.21252E-15,5.05561E+17,High
GGG,2014B,571089,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,8.17164E+20,1476,-78,?,8.42527E-12,8.17164E+20,High
GGG,2014B,573834,F,South West Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Fail,6960100,154,-128,?,7.17612E-26,6960254,High
GGG,2014B,575199,F,North Western Region,Lower Than A Level,?,0-35,0,30,N,Pass,6.56066E+15,748,-28,?,6.76428E-17,6.56066E+15,High
GGG,2014B,575217,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,5.46578E+21,1000,-25,?,5.63542E-11,5.46578E+21,High
GGG,2014B,575324,M,North Western Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail,70100,133,-24,?,7.22757E-28,70233,High
GGG,2014B,575693,F,London Region,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn,77,107,-12,128,7.93899E-31,184,High
GGG,2014B,575709,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,8.48567E+14,521,-50,?,8.74904E-18,8.48567E+14,High
GGG,2014B,576416,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,0,6,-60,187,0,6,Zero
GGG,2014B,576658,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,90,N,Withdrawn,0,0,-28,-3,0,0,Zero
GGG,2014B,577000,M,East Midlands Region,Lower Than A Level,Oct-20,0-35,1,60,N,Pass,7.57146E+21,167,-10,?,7.80646E-11,7.57146E+21,High
GGG,2014B,577136,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,7.5808E+18,933,-58,?,7.81609E-14,7.5808E+18,High
GGG,2014B,577275,F,North Western Region,HE Qualification,20-30%,35-55,0,90,Y,Distinction,6.96053E+19,590,-22,?,7.17656E-13,6.96053E+19,High
GGG,2014B,577474,F,London Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn,0,0,-155,-1,0,0,Zero
GGG,2014B,577792,F,South West Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,7.07584E+18,639,-12,?,7.29545E-14,7.07584E+18,High
GGG,2014B,578389,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,8.58467E+18,217,-123,?,8.85111E-14,8.58467E+18,High
GGG,2014B,578452,F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,Y,Pass,7.0556E+17,577,-11,?,7.27459E-15,7.0556E+17,High
GGG,2014B,578845,F,North Region,A Level or Equivalent,Oct-20,0-35,0,30,N,Fail,8090100,267,-57,?,8.3412E-26,8090367,High
GGG,2014B,579692,M,South West Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass,5.55061E+19,945,-22,?,5.72288E-13,5.55061E+19,High
GGG,2014B,582033,M,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail,0,0,-12,?,0,0,Zero
GGG,2014B,582283,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,6.87982E+21,1400,-144,?,7.09335E-11,6.87982E+21,High
GGG,2014B,583101,F,North Western Region,A Level or Equivalent,Oct-20,35-55,0,150,N,Fail,70,139,-8,?,7.21726E-31,209,High
GGG,2014B,583148,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,6.57075E+18,324,-34,?,6.77469E-14,6.57075E+18,High
GGG,2014B,583686,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,58,37,-155,85,5.98002E-31,95,Medium
GGG,2014B,583687,F,North Western Region,Lower Than A Level,0-10%,0-35,1,120,Y,Fail,0,1,-101,?,0,1,Zero
GGG,2014B,586054,F,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,73,80,-214,?,7.52657E-31,153,High
GGG,2014B,586494,F,South Region,A Level or Equivalent,50-60%,35-55,1,60,N,Distinction,8.68989E+23,604,-71,?,8.9596E-09,8.68989E+23,High
GGG,2014B,587287,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,65,134,-10,?,6.70174E-31,199,Medium
GGG,2014B,587613,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,60,N,Fail,43,68,-88,?,4.43346E-31,111,Medium
